JV,polygon,full_name,species,species_code,Resident,breeding_prop_pop,nbreeding_prop_pop,postbreedingm_prop_pop,prebreedingm_prop_pop
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,Bald Eagle,baleag,FALSE,0.0106555,0.0161661,0.0159181,0.0218534
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,Baird's Sparrow,baispa,FALSE,0.0040354,0,0.0001128,NA
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,Baird's Sandpiper,baisan,FALSE,0,0,0.0005655,4.87E-05
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,Bay-breasted Warbler,babwar,FALSE,2.00E-07,0,0,0
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American Three-toed Woodpecker,attwoo1,TRUE,0.1659522,0.1659522,0.1659522,0.1659522
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,Arctic Tern,arcter,FALSE,4.53E-05,NA,NA,NA
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,Anna's Hummingbird,annhum,FALSE,0,4.00E-07,0,2.90E-06
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American White Pelican,amwpel,FALSE,0.0069997,0,0.0008977,0.0016471
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American Tree Sparrow,amtspa,FALSE,0.0006216,0.0001533,0.0007147,0.000209
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American Golden-Plover,amgplo,FALSE,0,0,9.00E-05,2.60E-06
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American Wigeon,amewig,FALSE,0.0121396,0.0003344,0.0319649,0.0230908
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American Robin,amerob,FALSE,0.0447162,2.28E-05,0.0124091,0.0367047
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American Redstart,amered,FALSE,0.0525293,0,0.0132909,0.0253779
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American Pipit,amepip,FALSE,0.0291442,0,0.0198536,0.0490862
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American Kestrel,amekes,FALSE,0.0033368,4.00E-06,0.0041927,0.0017446
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American Goldfinch,amegfi,FALSE,0.0011067,0.0002204,0.0004375,0.0003624
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American Dipper,amedip,TRUE,0.1055749,0.1055749,0.1055749,0.1055749
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American Crow,amecro,FALSE,0.0054265,0.000434,0.0026279,0.0054622
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American Bittern,amebit,FALSE,0.0002847,0,4.70E-06,0.0001605
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,American Avocet,ameavo,FALSE,0.0012325,0,5.62E-05,0.0003092
CIJV,Minus PriorityPlace,CIJV_Minus_PriorityPlace.shp,Alder Flycatcher,aldfly,FALSE,0.0106791,0,0.0045903,0.0049906
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Yellow-rumped Warbler,yerwar,FALSE,0.0017042,0,0.0006935,0.000957
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Yellow Warbler,yelwar,FALSE,0.0004367,0,0.000158,0.0002066
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Yellow-headed Blackbird,yehbla,FALSE,0.0003378,1.00E-07,3.76E-05,3.23E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,American Coot,y00475,FALSE,0.0005719,0.0009799,0.00247,0.0022756
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Wood Duck,wooduc,FALSE,0.0003304,0,0.0002221,9.01E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Wilson's Warbler,wlswar,FALSE,0.0009524,0,0.0004747,0.0004065
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Wild Turkey,wiltur,TRUE,9.71E-05,9.71E-05,9.71E-05,9.71E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Wilson's Snipe,wilsni1,FALSE,0.0002638,3.05E-05,8.71E-05,0.000121
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Wilson's Phalarope,wilpha,FALSE,1.90E-06,0,5.00E-07,2.70E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Willow Flycatcher,wilfly,FALSE,0.00321,0,0.0018402,0.0008562
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,White-winged Scoter,whwsco2,FALSE,0,0,1.90E-06,4.00E-07
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,White-winged Crossbill,whwcro,FALSE,0.0005279,0.0018049,0.001963,0.001092
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,White-throated Swift,whtswi,FALSE,3.87E-05,0,2.40E-06,1.75E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,White-throated Sparrow,whtspa,FALSE,1.01E-05,3.00E-07,3.50E-06,3.20E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,White-tailed Ptarmigan,whtpta1,TRUE,0.0017051,0.0017051,0.0017051,0.0017051
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,White-faced Ibis,whfibi,FALSE,1.00E-07,0,0,2.00E-07
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,White-crowned Sparrow,whcspa,FALSE,0.0003471,0,0.0001651,0.0002266
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,White-breasted Nuthatch,whbnut,TRUE,1.60E-05,1.60E-05,1.60E-05,1.60E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Western Wood-Pewee,wewpew,FALSE,0.0010749,0,0.0004475,0.0006395
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Western Tanager,westan,FALSE,0.0021605,0,0.0009361,0.001136
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Western Sandpiper,wessan,FALSE,0,0,8.00E-07,1.00E-07
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Western Screech-Owl,wesowl1,TRUE,8.00E-07,8.00E-07,8.00E-07,8.00E-07
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Western Meadowlark,wesmea,FALSE,9.62E-05,0,3.02E-05,4.27E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Western Kingbird,weskin,FALSE,2.03E-05,0,1.70E-05,1.06E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Western Grebe,wesgre,FALSE,0.0004111,0.0003396,0.0005458,0.0004147
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Western Bluebird,wesblu,FALSE,0.000919,0,6.79E-05,0.0001976
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Warbling Vireo,warvir,FALSE,0.0029274,0,0.0012484,0.0022027
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Virginia Rail,virrai,FALSE,0.0010271,0,0.0004813,0.0008512
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Violet-green Swallow,vigswa,FALSE,0.0013124,0,0.0006949,0.0010858
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Vesper Sparrow,vesspa,FALSE,0.000571,0,0.000125,9.10E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Veery,veery,FALSE,0.0001242,0,0,5.32E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Vaux's Swift,vauswi,FALSE,0.001299,0,0.000208,0.0005636
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Varied Thrush,varthr,FALSE,0.005358,8.41E-05,0.0014538,0.0039137
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Turkey Vulture,turvul,FALSE,5.46E-05,0,1.37E-05,1.39E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Tundra Swan,tunswa,FALSE,1.00E-07,0.0001089,3.95E-05,0.0002682
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Trumpeter Swan,truswa,FALSE,0.0006697,0.0010861,0.0008167,0.0007628
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Tree Swallow,treswa,FALSE,0.0009141,0,0.0001286,0.0005504
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Townsend's Warbler,towwar,FALSE,0.0082535,0,0.0023291,0.004378
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Townsend's Solitaire,towsol,FALSE,0.0041558,0.0007345,0.0020382,0.0018727
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Tennessee Warbler,tenwar,FALSE,0.0003499,0,3.96E-05,4.60E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Swainson's Thrush,swathr,FALSE,0.0022509,0,0.0009729,0.0004409
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Swamp Sparrow,swaspa,FALSE,0,0,2.50E-06,0
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Surf Scoter,sursco,FALSE,0,0,3.80E-06,2.30E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Stilt Sandpiper,stisan,FALSE,0,0,5.00E-07,0
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Steller's Jay,stejay,TRUE,0.0015433,0.0015433,0.0015433,0.0015433
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Spruce Grouse,sprgro,TRUE,0.0007572,0.0007572,0.0007572,0.0007572
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Spotted Towhee,spotow,FALSE,0.0003107,3.00E-07,8.41E-05,0.0002273
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Spotted Sandpiper,sposan,FALSE,0.0010873,0,0.0003557,0.0002589
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Sora,sora,FALSE,0.0008175,0,0.0002424,0.0008594
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Song Sparrow,sonspa,FALSE,0.000586,0.0001297,0.0002981,0.0006499
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Solitary Sandpiper,solsan,FALSE,0.000129,0,2.84E-05,1.52E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Snow Goose,snogoo,FALSE,0,0,3.00E-07,1.60E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Snow Bunting,snobun,FALSE,0,1.77E-05,1.27E-05,6.70E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Sharp-shinned Hawk,shshaw,FALSE,0.0003697,1.61E-05,0.0005238,0.0001749
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Short-eared Owl,sheowl,FALSE,0,3.46E-05,9.67E-05,3.20E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Semipalmated Sandpiper,semsan,FALSE,1.57E-05,0,2.00E-07,1.00E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Semipalmated Plover,semplo,FALSE,0,0,0,1.00E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Say's Phoebe,saypho,FALSE,1.53E-05,0,3.40E-06,4.94E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Savannah Sparrow,savspa,FALSE,0.0001792,0,0.0002137,0.0001068
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Sandhill Crane,sancra,FALSE,4.15E-05,0,2.70E-06,3.00E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Rusty Blackbird,rusbla,FALSE,0,2.50E-06,6.00E-07,0
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Rufous Hummingbird,rufhum,FALSE,0.0031303,0,0.0020119,0.000446
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Ruffed Grouse,rufgro,TRUE,0.0009618,0.0009618,0.0009618,0.0009618
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Ruddy Duck,rudduc,FALSE,0.0001797,0,6.20E-05,1.95E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Ruby-crowned Kinglet,ruckin,FALSE,0.0011951,0,0.0005294,0.0009081
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Ross's Goose,rosgoo,FALSE,0,0,0,0
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Rough-legged Hawk,rolhaw,FALSE,0,0.0001631,7.49E-05,4.82E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Rock Wren,rocwre,FALSE,5.60E-06,0,0,2.00E-07
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Ring-necked/Green Pheasant,rinphe,TRUE,4.60E-06,4.60E-06,4.60E-06,4.60E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Ring-necked Duck,rinduc,FALSE,0.0006881,0.000519,0.0011143,0.0005575
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Ring-billed Gull,ribgul,FALSE,9.45E-05,8.00E-06,0.0001609,0.0002681
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Red-winged Blackbird,rewbla,FALSE,0.000153,1.43E-05,3.98E-05,4.81E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Red-tailed Hawk,rethaw,FALSE,0.0003775,8.17E-05,0.0002562,0.0002454
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Red-naped Sapsucker,rensap,FALSE,0.0084431,0,0.0022891,0.0099284
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Red-necked Phalarope,renpha,FALSE,0,NA,2.50E-06,3.00E-07
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Red-necked Grebe,rengre,FALSE,0.0002871,7.28E-05,0.0002959,0.0004187
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Red-eyed Vireo,reevir1,FALSE,0.0001273,0,4.68E-05,2.01E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Redhead,redhea,FALSE,0.0001658,0.0001614,0.0009645,0.0012707
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Red Crossbill,redcro,FALSE,0.0011184,0.0020809,0.0019051,0.0017346
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Red-breasted Nuthatch,rebnut,FALSE,0.0033848,0.0033738,0.0033832,0.0041556
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Red-breasted Merganser,rebmer,FALSE,0,2.00E-07,3.20E-06,6.00E-07
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Purple Finch,purfin,FALSE,2.23E-05,0,4.00E-07,1.00E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Prairie Falcon,prafal,FALSE,4.00E-07,0,0.0002625,2.76E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Pine Siskin,pinsis,FALSE,0.0072836,0.0049758,0.0037247,0.0053253
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Pine Grosbeak,pingro,FALSE,0.0022771,0.0011573,0.001226,0.0009075
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Pileated Woodpecker,pilwoo,TRUE,0.0006334,0.0006334,0.0006334,0.0006334
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Pied-billed Grebe,pibgre,FALSE,0.0003146,7.49E-05,0.0003842,0.0001169
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Peregrine Falcon,perfal,FALSE,8.00E-06,0,1.34E-05,7.20E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Pectoral Sandpiper,pecsan,FALSE,0,0,4.90E-06,3.00E-07
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Pacific-slope Flycatcher,pasfly,FALSE,0.0012966,0,0.0004182,0.0004275
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Parasitic Jaeger,parjae,FALSE,0,NA,0,NA
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Pacific Wren,pacwre1,FALSE,0.0057591,0.0009266,0.002077,0.0029487
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Pacific Loon,pacloo,FALSE,0,0,1.20E-06,0
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Osprey,osprey,FALSE,0.0009367,0,0.0004262,0.0002511
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Orange-crowned Warbler,orcwar,FALSE,0.0012552,0,0.000215,0.0005959
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Olive-sided Flycatcher,olsfly,FALSE,0.0024969,0,0.0015621,0.000838
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Northern Saw-whet Owl,nswowl,FALSE,0.0001001,0.0002216,0.0005456,NA
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Northern Rough-winged Swallow,nrwswa,FALSE,0.0016248,0,0.0005029,0.0003296
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Northern Waterthrush,norwat,FALSE,0.0005562,0,0.0001625,0.0003967
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Northern Shrike,norshr4,FALSE,0,0.0006915,0.0002921,0.0007677
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Northern Shoveler,norsho,FALSE,2.06E-05,0,5.50E-06,2.57E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Northern Pintail,norpin,FALSE,1.10E-06,1.00E-07,0.0001054,0.0003334
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Northern Harrier,norhar2,FALSE,0.0001722,4.72E-05,0.0001662,9.33E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Northern Goshawk,norgos,FALSE,0.0003632,7.00E-05,0.0001716,9.83E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Northern Flicker,norfli,FALSE,0.0011927,0.0006424,0.0005998,0.0017022
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Northern Pygmy-Owl,nopowl,TRUE,0.0031609,0.0031609,0.0031609,0.0031609
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Northern Hawk Owl,nohowl,FALSE,NA,0.0001753,NA,NA
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Nashville Warbler,naswar,FALSE,0.0006698,0,0.0002498,0.0008254
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Mourning Dove,moudov,FALSE,1.09E-05,5.40E-06,4.30E-06,5.10E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Mountain Chickadee,mouchi,FALSE,0.0037476,0.0040772,NA,NA
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Mountain Bluebird,moublu,FALSE,0.0009327,0,0.0005389,0.0001995
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Merlin,merlin,FALSE,5.79E-05,1.67E-05,0.000108,0.000144
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Marsh Wren,marwre,FALSE,0.000331,2.92E-05,0.0003637,0.0005998
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Mallard,mallar3,FALSE,0.0001134,1.90E-05,0.0001192,0.0001144
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Magnolia Warbler,magwar,FALSE,6.30E-05,0,2.20E-06,4.32E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,MacGillivray's Warbler,macwar,FALSE,0.0066788,0,0.0017085,0.002635
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Long-tailed Duck,lotduc,FALSE,0,0,0,0
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Long-eared Owl,loeowl,FALSE,0,1.18E-05,4.80E-06,8.40E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Long-billed Dowitcher,lobdow,FALSE,0,0,3.43E-05,1.14E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Long-billed Curlew,lobcur,FALSE,0.0003661,0,1.18E-05,0.000119
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Lincoln's Sparrow,linspa,FALSE,0.0006237,0,0.0002305,0.0002908
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Lewis's Woodpecker,lewwoo,FALSE,0.0035621,0,0.0005409,0.0005779
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Lesser Yellowlegs,lesyel,FALSE,0,0,2.70E-06,8.00E-07
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Lesser Scaup,lessca,FALSE,6.05E-05,0.0001085,0.0001911,0.0001658
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Least Sandpiper,leasan,FALSE,0,0,1.20E-06,6.80E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Least Flycatcher,leafly,FALSE,0.0005327,0,9.43E-05,0.0002954
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Lazuli Bunting,lazbun,FALSE,0.0010761,0,0.0001996,0.0002199
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Lapland Longspur,laplon,FALSE,0,0,5.60E-06,0
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Killdeer,killde,FALSE,9.70E-05,3.00E-07,1.97E-05,6.51E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,House Wren,houwre,FALSE,1.19E-05,0,7.00E-07,1.40E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,House Finch,houfin,TRUE,3.33E-05,3.33E-05,3.33E-05,3.33E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Horned Lark,horlar,FALSE,3.30E-06,3.00E-07,6.70E-06,1.00E-07
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Horned Grebe,horgre,FALSE,2.00E-07,0.0004836,0.0006387,0.0001637
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Hooded Merganser,hoomer,FALSE,0.0008943,0.0004116,0.0011165,0.0009819
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Hermit Thrush,herthr,FALSE,0.0013737,0,0.000457,0.0003424
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Herring Gull,hergul,FALSE,1.00E-07,3.30E-06,9.00E-07,1.30E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Harlequin Duck,harduc,FALSE,2.08E-05,0,4.90E-06,0.0001341
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Hammond's Flycatcher,hamfly,FALSE,0.0078288,0,0.0015236,0.0056752
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Hairy Woodpecker,haiwoo,TRUE,0.000571,0.000571,0.000571,0.000571
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Greater White-fronted Goose,gwfgoo,FALSE,0,0,4.50E-06,1.10E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Canada Jay,gryjay,TRUE,0.0006395,0.0006395,0.0006395,0.0006395
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Gray Catbird,grycat,FALSE,0.0002754,0,0.0001683,1.40E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Great Horned Owl,grhowl,TRUE,4.70E-05,4.70E-05,4.70E-05,4.70E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Greater Yellowlegs,greyel,FALSE,4.70E-06,0,7.10E-06,5.40E-06
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Greater Scaup,gresca,FALSE,0,8.29E-05,1.42E-05,2.13E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Great Blue Heron,grbher3,FALSE,0.0002432,9.36E-05,0.000174,0.0002192
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Golden Eagle,goleag,FALSE,0.0001037,5.51E-05,0.0007575,0.0006435
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Golden-crowned Sparrow,gocspa,FALSE,2.01E-05,0,2.40E-05,0
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Golden-crowned Kinglet,gockin,FALSE,0.0037642,0.0019053,0.0024073,0.0026523
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Green-winged Teal,gnwtea,FALSE,1.22E-05,4.00E-07,2.45E-05,5.59E-05
CIJV,Kootenay Connect Corridor,CIJV_Kootenay_Connect_Corridor.shp,Gray-crowned Rosy-Finch,gcrfin,FALSE,0.0044454,8.37E-05,0.0046011,0.0010856
