JV,polygon,full_name,species,species_code,Resident,breeding_prop_pop,nbreeding_prop_pop,postbreedingm_prop_pop,prebreedingm_prop_pop
PacificBirds,WA,PacificBirds_WA.shp,Lark Sparrow,larspa,FALSE,0,0,0,0
PacificBirds,WA,PacificBirds_WA.shp,Lapland Longspur,laplon,FALSE,0,0,1.10E-06,1.00E-06
PacificBirds,WA,PacificBirds_WA.shp,Killdeer,killde,FALSE,0.0006649,0.0014221,0.0006263,0.0009241
PacificBirds,WA,PacificBirds_WA.shp,Indigo Bunting,indbun,FALSE,0,3.00E-07,0,0
PacificBirds,WA,PacificBirds_WA.shp,Hutton's Vireo,hutvir,TRUE,0.0383579,0.0383579,0.0383579,0.0383579
PacificBirds,WA,PacificBirds_WA.shp,House Wren,houwre,FALSE,0.0004208,0,4.61E-05,0.0001521
PacificBirds,WA,PacificBirds_WA.shp,House Sparrow,houspa,TRUE,4.94E-05,4.94E-05,4.94E-05,4.94E-05
PacificBirds,WA,PacificBirds_WA.shp,House Finch,houfin,TRUE,0.0026424,0.0026424,0.0026424,0.0026424
PacificBirds,WA,PacificBirds_WA.shp,Horned Lark,horlar,FALSE,0.0001117,1.00E-07,0.0001423,1.84E-05
PacificBirds,WA,PacificBirds_WA.shp,Horned Grebe,horgre,FALSE,1.01E-05,0.0426261,0.0128408,0.0039455
PacificBirds,WA,PacificBirds_WA.shp,Hooded Merganser,hoomer,FALSE,0.0026279,0.0197934,0.0058329,0.0087274
PacificBirds,WA,PacificBirds_WA.shp,Hermit Warbler,herwar,FALSE,0.0832812,0,0.0143351,0.0455761
PacificBirds,WA,PacificBirds_WA.shp,Hermit Thrush,herthr,FALSE,0.0051885,0.0021228,0.0066231,0.004825
PacificBirds,WA,PacificBirds_WA.shp,Herring Gull,hergul,FALSE,0,8.57E-05,1.06E-05,4.50E-06
PacificBirds,WA,PacificBirds_WA.shp,Heermann's Gull,heegul,FALSE,0,0.0155523,0.0024751,0.0011273
PacificBirds,WA,PacificBirds_WA.shp,Harris's Sparrow,harspa,FALSE,0,5.20E-06,1.50E-06,0
PacificBirds,WA,PacificBirds_WA.shp,Harlequin Duck,harduc,FALSE,0.0001464,0.0012584,0.000319,0.0030773
PacificBirds,WA,PacificBirds_WA.shp,Hammond's Flycatcher,hamfly,FALSE,0.0342217,0,0.0198588,0.0444101
PacificBirds,WA,PacificBirds_WA.shp,Hairy Woodpecker,haiwoo,TRUE,0.0104509,0.0104509,0.0104509,0.0104509
PacificBirds,WA,PacificBirds_WA.shp,Greater White-fronted Goose,gwfgoo,FALSE,0,4.60E-06,2.72E-05,1.26E-05
PacificBirds,WA,PacificBirds_WA.shp,Canada Jay,gryjay,TRUE,0.0052255,0.0052255,0.0052255,0.0052255
PacificBirds,WA,PacificBirds_WA.shp,Gray Flycatcher,gryfly,FALSE,0,0,5.90E-06,7.20E-06
PacificBirds,WA,PacificBirds_WA.shp,Gray Catbird,grycat,FALSE,2.00E-07,0,0,0
PacificBirds,WA,PacificBirds_WA.shp,Great-tailed Grackle,grtgra,FALSE,0,0,0,0
PacificBirds,WA,PacificBirds_WA.shp,Green Heron,grnher,FALSE,0.0001113,3.81E-05,0.0001219,5.87E-05
PacificBirds,WA,PacificBirds_WA.shp,Great Horned Owl,grhowl,TRUE,0.0001583,0.0001583,0.0001583,0.0001583
PacificBirds,WA,PacificBirds_WA.shp,Greater Yellowlegs,greyel,FALSE,8.72E-05,0.0005395,0.0002905,0.000786
PacificBirds,WA,PacificBirds_WA.shp,Greater Scaup,gresca,FALSE,1.72E-05,0.0151684,0.0012319,0.0019068
PacificBirds,WA,PacificBirds_WA.shp,Great Egret,greegr,FALSE,8.50E-06,1.70E-05,1.73E-05,1.48E-05
PacificBirds,WA,PacificBirds_WA.shp,Great Blue Heron,grbher3,FALSE,0.0034599,0.0049439,0.0037328,0.0040765
PacificBirds,WA,PacificBirds_WA.shp,Grasshopper Sparrow,graspa,FALSE,1.20E-06,0,0,0
PacificBirds,WA,PacificBirds_WA.shp,Golden Eagle,goleag,FALSE,9.59E-05,1.70E-05,0.0004207,1.28E-05
PacificBirds,WA,PacificBirds_WA.shp,Golden-crowned Sparrow,gocspa,FALSE,1.00E-07,0.0537634,0.0454955,0.025158
PacificBirds,WA,PacificBirds_WA.shp,Golden-crowned Kinglet,gockin,FALSE,0.0220394,0.0661018,0.0393911,0.0425376
PacificBirds,WA,PacificBirds_WA.shp,Green-winged Teal,gnwtea,FALSE,1.43E-05,0.0004524,0.0003063,0.0004082
PacificBirds,WA,PacificBirds_WA.shp,Glaucous-winged Gull,glwgul,FALSE,0.0030935,0.0085179,0.0028848,0.0027991
PacificBirds,WA,PacificBirds_WA.shp,Glaucous Gull,glagul,FALSE,0,3.82E-05,0,1.00E-07
PacificBirds,WA,PacificBirds_WA.shp,Gray-crowned Rosy-Finch,gcrfin,FALSE,0.0073385,0.0001575,0.0061791,3.70E-05
PacificBirds,WA,PacificBirds_WA.shp,Gadwall,gadwal,FALSE,0.0002035,0.0005935,0.0001498,0.0002748
PacificBirds,WA,PacificBirds_WA.shp,Franklin's Gull,fragul,FALSE,0,0,3.00E-07,3.00E-07
PacificBirds,WA,PacificBirds_WA.shp,Fox Sparrow,foxspa,FALSE,0.0004752,0.0505731,0.0232248,0.0069134
PacificBirds,WA,PacificBirds_WA.shp,Flammulated Owl,flaowl,FALSE,0.0003169,NA,NA,0.0005012
PacificBirds,WA,PacificBirds_WA.shp,Ferruginous Hawk,ferhaw,FALSE,0,0,6.00E-06,0
PacificBirds,WA,PacificBirds_WA.shp,Evening Grosbeak,evegro,FALSE,0.0546866,0.0083061,0.0344315,0.0140364
PacificBirds,WA,PacificBirds_WA.shp,Eurasian Wigeon,eurwig,FALSE,0,5.55E-05,6.50E-06,1.85E-05
PacificBirds,WA,PacificBirds_WA.shp,European Starling,eursta,FALSE,0.0005768,0.0011957,0.0005468,0.0008643
PacificBirds,WA,PacificBirds_WA.shp,Eurasian Collared-Dove,eucdov,TRUE,0.0001214,0.0001214,0.0001214,0.0001214
PacificBirds,WA,PacificBirds_WA.shp,Emperor Goose,empgoo,FALSE,0,1.50E-06,0,0
PacificBirds,WA,PacificBirds_WA.shp,Elegant Tern,eleter1,FALSE,0,0,5.80E-06,0
PacificBirds,WA,PacificBirds_WA.shp,Eastern Kingbird,easkin,FALSE,6.90E-06,0,3.10E-06,3.00E-07
PacificBirds,WA,PacificBirds_WA.shp,Eared Grebe,eargre,FALSE,0,0.0003014,2.22E-05,1.56E-05
PacificBirds,WA,PacificBirds_WA.shp,Dusky Grouse,dusgro,TRUE,4.06E-05,4.06E-05,4.06E-05,4.06E-05
PacificBirds,WA,PacificBirds_WA.shp,Dusky Flycatcher,dusfly,FALSE,0.0003388,NA,8.90E-05,0.0018415
PacificBirds,WA,PacificBirds_WA.shp,Dunlin,dunlin,FALSE,1.20E-06,0.014388,0.0014864,0.0034731
PacificBirds,WA,PacificBirds_WA.shp,Downy Woodpecker,dowwoo,TRUE,0.0023551,0.0023551,0.0023551,0.0023551
PacificBirds,WA,PacificBirds_WA.shp,Double-crested Cormorant,doccor,FALSE,0.0014118,0.0022789,0.0022741,0.0021358
PacificBirds,WA,PacificBirds_WA.shp,Dickcissel,dickci,FALSE,0,5.00E-07,0,0
PacificBirds,WA,PacificBirds_WA.shp,Dark-eyed Junco,daejun,FALSE,0.0132816,0.009191,0.0113842,0.0124853
PacificBirds,WA,PacificBirds_WA.shp,California Scrub-Jay,cowscj1,TRUE,0.0075191,0.0075191,0.0075191,0.0075191
PacificBirds,WA,PacificBirds_WA.shp,Cooper's Hawk,coohaw,FALSE,0.0055364,0.0081133,0.005834,0.0056836
PacificBirds,WA,PacificBirds_WA.shp,Common Yellowthroat,comyel,FALSE,0.003884,6.20E-06,0.0045591,0.0067438
PacificBirds,WA,PacificBirds_WA.shp,Common Tern,comter,FALSE,0,0,2.30E-06,3.40E-06
PacificBirds,WA,PacificBirds_WA.shp,Common Redpoll,comred,FALSE,0,2.30E-06,3.88E-05,4.00E-07
PacificBirds,WA,PacificBirds_WA.shp,Common Raven,comrav,TRUE,0.001053,0.001053,0.001053,0.001053
PacificBirds,WA,PacificBirds_WA.shp,Common Poorwill,compoo,FALSE,2.78E-05,0,0,5.00E-06
PacificBirds,WA,PacificBirds_WA.shp,Common Nighthawk,comnig,FALSE,0.0044185,0,0.0021016,0.0016108
PacificBirds,WA,PacificBirds_WA.shp,Common Merganser,commer,FALSE,0.0007827,0.0013142,0.0016388,0.0009349
PacificBirds,WA,PacificBirds_WA.shp,Common Loon,comloo,FALSE,0.0001605,0.0075027,0.0013793,0.0013091
PacificBirds,WA,PacificBirds_WA.shp,Common Grackle,comgra,FALSE,0,0,0,0
PacificBirds,WA,PacificBirds_WA.shp,Common Goldeneye,comgol,FALSE,9.00E-07,0.002565,0.0003352,0.0005717
PacificBirds,WA,PacificBirds_WA.shp,Common Crane,comcra,FALSE,NA,0,0,2.00E-07
PacificBirds,WA,PacificBirds_WA.shp,Cliff Swallow,cliswa,FALSE,0.0007269,0,0.0002159,0.0004412
PacificBirds,WA,PacificBirds_WA.shp,Clay-colored Sparrow,clcspa,FALSE,0,6.00E-07,6.00E-07,0
PacificBirds,WA,PacificBirds_WA.shp,Clark's Nutcracker,clanut,TRUE,0.0028555,0.0028555,0.0028555,0.0028555
PacificBirds,WA,PacificBirds_WA.shp,Clark's Grebe,clagre,FALSE,0.0001827,8.64E-05,5.89E-05,0.0001372
PacificBirds,WA,PacificBirds_WA.shp,Cinnamon Teal,cintea,FALSE,0.0003026,5.46E-05,0.0001343,0.0001937
PacificBirds,WA,PacificBirds_WA.shp,Chipping Sparrow,chispa,FALSE,0.0010725,0,0.0004655,0.000436
PacificBirds,WA,PacificBirds_WA.shp,Chestnut-backed Chickadee,chbchi,TRUE,0.1426195,0.1426195,0.1426195,0.1426195
PacificBirds,WA,PacificBirds_WA.shp,Cedar Waxwing,cedwax,FALSE,0.0139708,0.0002434,0.0091156,0.0038369
PacificBirds,WA,PacificBirds_WA.shp,Cassin's Vireo,casvir,FALSE,0.0143201,0,0.0067887,0.0135812
PacificBirds,WA,PacificBirds_WA.shp,Caspian Tern,caster1,FALSE,0.0057313,1.00E-07,0.0030654,0.0025778
PacificBirds,WA,PacificBirds_WA.shp,Cassin's Finch,casfin,FALSE,0.0022069,7.61E-05,0.0037127,0.0013129
PacificBirds,WA,PacificBirds_WA.shp,Canyon Wren,canwre,TRUE,1.20E-05,1.20E-05,1.20E-05,1.20E-05
PacificBirds,WA,PacificBirds_WA.shp,Canvasback,canvas,FALSE,3.00E-07,0.0030662,0.0007121,0.000276
PacificBirds,WA,PacificBirds_WA.shp,Canada Goose,cangoo,FALSE,0.0007688,0.0019558,0.000717,0.0009063
PacificBirds,WA,PacificBirds_WA.shp,California Quail,calqua,TRUE,0.0004223,0.0004223,0.0004223,0.0004223
PacificBirds,WA,PacificBirds_WA.shp,Calliope Hummingbird,calhum,FALSE,0.0001037,0,3.26E-05,0.0003493
PacificBirds,WA,PacificBirds_WA.shp,California Gull,calgul,FALSE,0.000806,0.0011534,0.010083,0.0008591
PacificBirds,WA,PacificBirds_WA.shp,Cackling Goose,cacgoo1,FALSE,7.00E-07,0.0370792,0.0310439,0.0063955
PacificBirds,WA,PacificBirds_WA.shp,Blue-winged Teal,buwtea,FALSE,3.53E-05,0,5.00E-06,1.04E-05
PacificBirds,WA,PacificBirds_WA.shp,Bushtit,bushti,TRUE,0.0080794,0.0080794,0.0080794,0.0080794
PacificBirds,WA,PacificBirds_WA.shp,Bullock's Oriole,bulori,FALSE,0.0007298,2.03E-05,0.0002741,0.0004021
PacificBirds,WA,PacificBirds_WA.shp,Blue-gray Gnatcatcher,buggna,FALSE,0,1.00E-07,1.00E-07,0
PacificBirds,WA,PacificBirds_WA.shp,Bufflehead,buffle,FALSE,6.00E-06,0.0327803,0.0063538,0.011822
PacificBirds,WA,PacificBirds_WA.shp,Buff-breasted Sandpiper,bubsan,FALSE,0,0,7.30E-06,0
PacificBirds,WA,PacificBirds_WA.shp,Black-throated Gray Warbler,btywar,FALSE,0.0918818,0,0.0297142,0.0448602
PacificBirds,WA,PacificBirds_WA.shp,Broad-winged Hawk,brwhaw,FALSE,0,0,3.00E-07,7.10E-06
PacificBirds,WA,PacificBirds_WA.shp,Brown Pelican,brnpel,FALSE,4.05E-05,0,0.0003647,0
PacificBirds,WA,PacificBirds_WA.shp,Barn Owl,brnowl,TRUE,9.90E-06,9.90E-06,9.90E-06,9.90E-06
PacificBirds,WA,PacificBirds_WA.shp,Brown Creeper,brncre,FALSE,0.0332065,0.0289394,0.0277378,0.0288882
PacificBirds,WA,PacificBirds_WA.shp,Brewer's Sparrow,brespa,FALSE,0,0,0,5.00E-07
PacificBirds,WA,PacificBirds_WA.shp,Brewer's Blackbird,brebla,FALSE,0.0012038,0.0035877,0.0026493,0.0029118
PacificBirds,WA,PacificBirds_WA.shp,Barred Owl,brdowl,TRUE,0.0073638,0.0073638,0.0073638,0.0073638
PacificBirds,WA,PacificBirds_WA.shp,Brant,brant,FALSE,1.00E-06,0.0048469,9.45E-05,0.0019305
PacificBirds,WA,PacificBirds_WA.shp,Brandt's Cormorant,bracor,TRUE,0.0003958,0.0003958,0.0003958,0.0003958
PacificBirds,WA,PacificBirds_WA.shp,Boreal Chickadee,borchi2,TRUE,1.60E-06,1.60E-06,1.60E-06,1.60E-06
PacificBirds,WA,PacificBirds_WA.shp,Bonaparte's Gull,bongul,FALSE,0.000243,0.0045875,0.003262,0.001757
PacificBirds,WA,PacificBirds_WA.shp,Bohemian Waxwing,bohwax,FALSE,0,3.60E-06,1.60E-06,0
PacificBirds,WA,PacificBirds_WA.shp,Brown-headed Cowbird,bnhcow,FALSE,0.0018297,9.25E-05,0.000338,0.0008237
PacificBirds,WA,PacificBirds_WA.shp,Blue Jay,blujay,FALSE,0,2.00E-07,0,0
PacificBirds,WA,PacificBirds_WA.shp,Black Turnstone,blktur,FALSE,0,0.0079927,0.0043051,0.0012347
PacificBirds,WA,PacificBirds_WA.shp,Black Swift,blkswi,FALSE,0.0560367,NA,0.0552148,0.0173315
PacificBirds,WA,PacificBirds_WA.shp,Black Scoter,blksco2,FALSE,0,0.0003381,7.40E-05,6.18E-05
PacificBirds,WA,PacificBirds_WA.shp,Black Phoebe,blkpho,FALSE,5.79E-05,0.0001851,9.86E-05,0.0001333
PacificBirds,WA,PacificBirds_WA.shp,Black Oystercatcher,blkoys,TRUE,0.0047045,0.0047045,0.0047045,0.0047045
PacificBirds,WA,PacificBirds_WA.shp,Black-throated Sparrow,bktspa,FALSE,1.00E-07,0,0,0
PacificBirds,WA,PacificBirds_WA.shp,Black-necked Stilt,bknsti,FALSE,0,0,0,2.00E-07
PacificBirds,WA,PacificBirds_WA.shp,Black-headed Gull,bkhgul,FALSE,0,0,0,0
PacificBirds,WA,PacificBirds_WA.shp,Black-headed Grosbeak,bkhgro,FALSE,0.0411403,0,0.0236385,0.0257627
PacificBirds,WA,PacificBirds_WA.shp,Black-chinned Hummingbird,bkchum,FALSE,4.00E-07,0,0,1.00E-07
PacificBirds,WA,PacificBirds_WA.shp,Black-capped Chickadee,bkcchi,TRUE,0.0047222,0.0047222,0.0047222,0.0047222
PacificBirds,WA,PacificBirds_WA.shp,Black-backed Woodpecker,bkbwoo,TRUE,0.0004077,0.0004077,0.0004077,0.0004077
PacificBirds,WA,PacificBirds_WA.shp,Blackburnian Warbler,bkbwar,FALSE,0,0,1.00E-07,0
PacificBirds,WA,PacificBirds_WA.shp,Black-bellied Plover,bkbplo,FALSE,0.0003243,0.0026715,0.0016369,0.0007201
PacificBirds,WA,PacificBirds_WA.shp,Black-billed Magpie,bkbmag1,TRUE,0,0,0,0
PacificBirds,WA,PacificBirds_WA.shp,Bewick's Wren,bewwre,FALSE,0.0072473,0.0109005,0.0126199,0.0101005
PacificBirds,WA,PacificBirds_WA.shp,Belted Kingfisher,belkin1,FALSE,0.0046059,0.0077444,0.0064663,0.0061927
PacificBirds,WA,PacificBirds_WA.shp,Band-tailed Pigeon,batpig1,FALSE,0.0567615,0.000577,0.0383832,0.0233606
PacificBirds,WA,PacificBirds_WA.shp,Bar-tailed Godwit,batgod,FALSE,0,1.00E-07,1.00E-07,0
PacificBirds,WA,PacificBirds_WA.shp,Barn Swallow,barswa,FALSE,0.0005136,4.00E-07,0.0002207,8.01E-05
PacificBirds,WA,PacificBirds_WA.shp,Barrow's Goldeneye,bargol,FALSE,0.0011983,0.0062634,0.0033312,0.0034518
PacificBirds,WA,PacificBirds_WA.shp,Bank Swallow,banswa,FALSE,0.00011,0,1.30E-05,1.31E-05
PacificBirds,WA,PacificBirds_WA.shp,Bald Eagle,baleag,FALSE,0.0053839,0.0123451,0.0031525,0.0061504
PacificBirds,WA,PacificBirds_WA.shp,Baird's Sandpiper,baisan,FALSE,0,0,1.12E-05,0
PacificBirds,WA,PacificBirds_WA.shp,American Three-toed Woodpecker,attwoo1,TRUE,0.0008045,0.0008045,0.0008045,0.0008045
PacificBirds,WA,PacificBirds_WA.shp,Ash-throated Flycatcher,astfly,FALSE,1.00E-07,0,1.00E-07,2.00E-07
PacificBirds,WA,PacificBirds_WA.shp,Anna's Hummingbird,annhum,FALSE,0.0556324,0.0381035,0.042811,0.0536159
PacificBirds,WA,PacificBirds_WA.shp,American White Pelican,amwpel,FALSE,0.00061,1.54E-05,0.0003819,0.0002228
PacificBirds,WA,PacificBirds_WA.shp,American Tree Sparrow,amtspa,FALSE,0,2.00E-07,5.00E-07,0
PacificBirds,WA,PacificBirds_WA.shp,American Golden-Plover,amgplo,FALSE,3.00E-07,0,3.70E-06,0
PacificBirds,WA,PacificBirds_WA.shp,American Wigeon,amewig,FALSE,6.18E-05,0.0496337,0.010278,0.0109591
PacificBirds,WA,PacificBirds_WA.shp,American Robin,amerob,FALSE,0.0100351,0.0033234,0.007953,0.0147602
PacificBirds,WA,PacificBirds_WA.shp,American Redstart,amered,FALSE,1.86E-05,0,3.70E-06,1.40E-06
PacificBirds,WA,PacificBirds_WA.shp,American Pipit,amepip,FALSE,0.0013161,0.0010144,0.0014729,0.0011077
PacificBirds,WA,PacificBirds_WA.shp,American Kestrel,amekes,FALSE,0.0002404,0.0007298,0.0004907,0.0004283
PacificBirds,WA,PacificBirds_WA.shp,American Goldfinch,amegfi,FALSE,0.0048483,0.0003888,0.0021331,0.0048715
PacificBirds,WA,PacificBirds_WA.shp,American Dipper,amedip,TRUE,0.0791984,0.0791984,0.0791984,0.0791984
PacificBirds,WA,PacificBirds_WA.shp,American Crow,amecro,FALSE,0.0062807,0.0079083,0.0075436,0.006191
PacificBirds,WA,PacificBirds_WA.shp,American Bittern,amebit,FALSE,0.0003435,0.0036406,0.0007459,0.0008118
PacificBirds,WA,PacificBirds_WA.shp,American Avocet,ameavo,FALSE,4.00E-07,0,0,4.00E-07
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Yellow Bittern,yelbit,FALSE,0.0001342,0.0020801,0.0005391,0.0004945
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Yellow-faced Grassquit,yefgra1,TRUE,3.44E-05,3.44E-05,3.44E-05,3.44E-05
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Yellow-fronted Canary,yefcan,TRUE,0.0063873,0.0063873,0.0063873,0.0063873
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Yellow-billed Cardinal,yebcar,TRUE,0.0057972,0.0057972,0.0057972,0.0057972
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Wood Sandpiper,woosan,FALSE,NA,8.00E-06,6.80E-06,3.50E-06
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Wild Turkey,wiltur,TRUE,0.0011336,0.0011336,0.0011336,0.0011336
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Wilson's Snipe,wilsni1,FALSE,NA,2.90E-06,1.00E-07,1.00E-07
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,White-winged Tern,whwter,FALSE,0,2.50E-06,1.80E-06,0
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,White-rumped Shama,whrsha,TRUE,0.0086775,0.0086775,0.0086775,0.0086775
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Whimbrel,whimbr,FALSE,5.46E-05,0.0002568,7.45E-05,6.91E-05
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Western Meadowlark,wesmea,FALSE,1.88E-05,5.23E-05,2.84E-05,3.17E-05
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Warbling White-eye,warwhe1,FALSE,0.0902424,0.0918843,NA,NA
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Wandering Tattler,wantat1,FALSE,0.0014075,0.0367953,0.0120625,0.0067185
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Tufted Duck,tufduc,FALSE,NA,3.40E-05,5.10E-06,1.65E-05
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Terek Sandpiper,tersan,FALSE,NA,2.06E-05,1.44E-05,0
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Spotted Dove,spodov,TRUE,0.0025434,0.0025434,0.0025434,0.0025434
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Solitary Sandpiper,solsan,FALSE,NA,NA,0,NA
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Snow Goose,snogoo,FALSE,0,2.00E-07,0,1.00E-07
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Slaty-backed Gull,slbgul,FALSE,NA,0,NA,NA
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Eurasian Skylark,skylar,FALSE,0.0002282,0.0002025,6.53E-05,0.0001976
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Sharp-tailed Sandpiper,shtsan,FALSE,NA,0.0001193,3.89E-05,2.70E-06
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Short-eared Owl,sheowl,FALSE,0.001377,0.0008161,0.0012595,0.0012362
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Semipalmated Plover,semplo,FALSE,0,9.00E-07,2.00E-07,1.00E-07
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Sanderling,sander,FALSE,NA,0.000221,0.000157,2.60E-05
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Saffron Finch,saffin,TRUE,0.0008073,0.0008073,0.0008073,0.0008073
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Rufous Fantail,ruffan1,FALSE,0.0048819,0.0079259,0.0105982,0.0093298
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Ruff,ruff,FALSE,NA,0,2.00E-07,0
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Ruddy Turnstone,rudtur,FALSE,0.0004747,0.0035532,0.0066769,0.0008405
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Rose-ringed Parakeet,rorpar,TRUE,0.0003771,0.0003771,0.0003771,0.0003771
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Rock Pigeon,rocpig,TRUE,3.74E-05,3.74E-05,3.74E-05,3.74E-05
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Ring-necked/Green Pheasant,rinphe,TRUE,4.64E-05,4.64E-05,4.64E-05,4.64E-05
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Red-whiskered Bulbul,rewbul,TRUE,0.0007404,0.0007404,0.0007404,0.0007404
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Red-vented Bulbul,revbul,TRUE,0.0008919,0.0008919,0.0008919,0.0008919
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Red-necked Stint,rensti,FALSE,0,3.90E-06,1.15E-05,2.90E-06
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Red-necked Phalarope,renpha,FALSE,NA,NA,0,NA
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Red Knot,redkno,FALSE,NA,0,0,0
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Red Junglefowl,redjun,TRUE,0.0038242,0.0038242,0.0038242,0.0038242
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Red-crowned Parrot,recpar,TRUE,0.1299286,0.1299286,0.1299286,0.1299286
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Red-crested Cardinal,reccar,TRUE,0.002857,0.002857,0.002857,0.002857
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Red-billed Leiothrix,reblei,TRUE,0.0116582,0.0116582,0.0116582,0.0116582
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Pied-billed Grebe,pibgre,FALSE,0,2.70E-06,5.00E-07,1.60E-06
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Peregrine Falcon,perfal,FALSE,0,7.50E-06,4.20E-06,2.00E-07
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Pectoral Sandpiper,pecsan,FALSE,0,3.00E-07,3.20E-06,1.00E-07
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Pacific Golden-Plover,pagplo,FALSE,0.0006861,0.0164361,0.005064,0.0027269
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Pacific Reef-Heron,pacreh1,TRUE,0.0024286,0.0024286,0.0024286,0.0024286
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Pacific Black Duck,pabduc1,TRUE,4.00E-07,4.00E-07,4.00E-07,4.00E-07
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Osprey,osprey,FALSE,0,0,1.60E-06,0
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Oriental Cuckoo,oricuc2,FALSE,NA,NA,0.0010654,NA
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Scaly-breasted Munia,nutman,TRUE,0.001642,0.001642,0.001642,0.001642
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Northern Shoveler,norsho,FALSE,1.00E-07,2.80E-06,1.50E-06,2.20E-06
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Northern Pintail,norpin,FALSE,0,4.30E-05,3.20E-05,2.19E-05
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Northern Mockingbird,normoc,FALSE,0.0002812,0.0004174,0.0001686,0.0002402
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Northern Cardinal,norcar,TRUE,0.001858,0.001858,0.001858,0.001858
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Mourning Dove,moudov,FALSE,3.30E-06,2.40E-06,1.08E-05,2.30E-06
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Chinese Hwamei,melthr,TRUE,0.0045108,0.0045108,0.0045108,0.0045108
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Marsh Sandpiper,marsan,FALSE,NA,5.30E-06,1.63E-05,9.00E-07
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Mallard,mallar3,FALSE,0,0,0,0
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Long-toed Stint,lotsti,FALSE,NA,0.0001166,5.81E-05,0
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Little Tern,litter1,FALSE,7.20E-06,0,2.66E-05,4.00E-07
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Little Egret,litegr,FALSE,2.40E-06,5.80E-06,NA,NA
PacificBirds,PacificIslands,PacificBirds_PacificIslands.shp,Little Pied Cormorant,lipcor1,TRUE,0.0010376,0.0010376,0.0010376,0.0010376
